GeneID	2_NPC_DMSO	2a_NPC_EPZ	4_NPC_DMSO	4a_NPC_EPZ	5_NPC_DMSO	5a_NPC_EPZ
ENSMUSG00000002668.7	121	173	189	212	189	339
ENSMUSG00000002679.14	2294	2737	2453	3412	1988	2225
ENSMUSG00000002688.8	529	648	462	555	285	348
ENSMUSG00000002699.13	28	55	25	60	22	43
ENSMUSG00000002718.14	14535	16040	13283	15051	10255	11727
ENSMUSG00000002728.14	3346	3818	3448	4371	2375	3005
ENSMUSG00000002731.6	4999	5736	4379	5609	4230	5182
ENSMUSG00000002732.14	507	557	529	702	230	267
ENSMUSG00000002733.8	1796	1966	1943	2275	1676	1793
ENSMUSG00000002741.9	15007	17989	12142	17555	11746	13936
ENSMUSG00000002748.7	20874	22921	21796	27878	20189	22639
ENSMUSG00000002763.16	3385	4608	3915	5754	3156	3738
ENSMUSG00000002767.13	2585	3010	2616	3230	1935	2239
ENSMUSG00000002768.7	5273	6504	4527	7049	4583	5507
ENSMUSG00000002769.8	56	81	62	109	62	51
ENSMUSG00000002771.12	291	451	250	376	206	401
ENSMUSG00000002778.14	7273	8452	8982	10632	5401	6920
ENSMUSG00000002781.19	1025	1273	1023	1407	793	985
ENSMUSG00000002791.16	13	12	16	22	14	12
ENSMUSG00000002797.9	386	455	332	362	226	253
ENSMUSG00000002799.6	3977	5553	3599	5872	3634	3994
ENSMUSG00000002803.14	2062	2550	1490	2075	1642	1901
ENSMUSG00000002804.4	923	1075	925	1242	739	1010
ENSMUSG00000002808.7	747	957	657	829	327	451
ENSMUSG00000002812.4	7688	9179	8782	12010	6490	7104
ENSMUSG00000002814.15	1843	2109	1938	2127	1195	1263
ENSMUSG00000002820.6	3062	3624	2953	4178	3257	3635
ENSMUSG00000002825.8	1972	2713	2053	3063	1677	1851
ENSMUSG00000002831.13	3	10	10	8	6	7
ENSMUSG00000002833.11	9644	11661	9997	13039	8286	8805
ENSMUSG00000002835.8	2863	3379	4140	4146	2025	2207
ENSMUSG00000002844.9	8729	10438	8313	11725	7468	9121
ENSMUSG00000002845.14	2516	3061	3788	4586	1715	1889
ENSMUSG00000002846.9	1999	2424	2220	3294	2204	2409
ENSMUSG00000002847.7	70	97	95	83	22	22
ENSMUSG00000002870.8	8490	9671	10700	10058	6164	6976
ENSMUSG00000002871.14	2119	2852	2782	3950	2012	2259
ENSMUSG00000002881.14	1501	1877	1304	2022	857	1161
ENSMUSG00000002885.14	1093	964	1089	1401	440	526
ENSMUSG00000002897.5	2243	2345	2247	2111	1193	1449
ENSMUSG00000002900.16	12075	15076	57566	63898	3525	4846
ENSMUSG00000002908.17	1034	1253	1972	2446	2223	2382
ENSMUSG00000002910.11	1320	1723	1925	2526	1566	1623
ENSMUSG00000002930.6	82	130	129	118	142	223
ENSMUSG00000002944.15	9	30	35	50	2	4
ENSMUSG00000002948.19	5031	6126	5814	7885	4508	4892
ENSMUSG00000002949.15	4369	5177	5730	7660	3116	3672
ENSMUSG00000002957.11	16132	19540	15554	21022	13748	16037
ENSMUSG00000002963.17	2111	2623	2137	2738	1675	1909
ENSMUSG00000002968.9	8884	12087	9767	12821	8821	9643
ENSMUSG00000002980.14	320	457	1079	2024	539	678
ENSMUSG00000002981.10	12259	15198	13517	18088	9976	11936
ENSMUSG00000002983.17	381	484	429	565	248	270
ENSMUSG00000002984.17	4980	7204	5261	7034	3952	4492
ENSMUSG00000002985.16	3889	5031	8488	8161	1375	1719
ENSMUSG00000002992.17	0	0	0	0	0	0
ENSMUSG00000002996.17	5547	5961	6480	7590	4973	5557
ENSMUSG00000002997.15	16242	17204	10389	14781	13045	14783
ENSMUSG00000003031.14	8828	8359	8059	9013	7721	7628
ENSMUSG00000003032.8	509	616	1727	1619	115	151
ENSMUSG00000003033.15	12694	16064	12926	18571	10750	12116
ENSMUSG00000003037.16	6351	7405	7560	9978	5592	6397
ENSMUSG00000003038.15	24823	29333	24887	31484	20677	24650
ENSMUSG00000003039.9	13456	14752	12421	16496	11251	12879
ENSMUSG00000003051.13	676	898	1102	1414	275	315
ENSMUSG00000003053.17	5	2	0	2	0	0
ENSMUSG00000003062.13	4098	4707	3405	4871	3306	3685
ENSMUSG00000003068.16	6419	8094	7059	9419	6066	6955
ENSMUSG00000003070.6	2018	2344	2131	2717	2234	2602
ENSMUSG00000003072.15	8190	12013	8781	13533	7633	9388
ENSMUSG00000003099.11	7403	9665	6587	9624	6057	7059
ENSMUSG00000003119.14	5813	5846	5097	5466	4132	4613
ENSMUSG00000003123.15	1111	1337	931	1316	1091	1119
ENSMUSG00000003131.7	35586	38718	29421	38804	33495	38933
ENSMUSG00000003134.10	1042	1208	1200	1761	992	1040
ENSMUSG00000003135.15	3204	3900	3139	3715	2282	2583
ENSMUSG00000003153.10	10608	11146	20361	16230	5199	7633
ENSMUSG00000003154.15	2546	3085	2334	3125	1784	2058
ENSMUSG00000003161.15	2815	3436	4390	6250	1746	2096
ENSMUSG00000003166.20	11560	13547	11033	14321	10359	12703
ENSMUSG00000003184.15	3199	3807	3938	5351	2885	3292
ENSMUSG00000003190.12	794	931	1304	1432	660	738
ENSMUSG00000003198.10	1153	1319	1055	1455	1045	1095
ENSMUSG00000003199.16	8538	11211	7944	12487	8900	9781
ENSMUSG00000003200.9	5653	6990	5998	7728	4515	5134
ENSMUSG00000003206.6	102	127	78	96	113	101
ENSMUSG00000003208.8	898	978	919	1078	817	854
ENSMUSG00000003226.7	17713	17210	17196	20101	13415	15647
ENSMUSG00000003227.4	3	8	9	8	3	8
ENSMUSG00000003228.8	1035	1088	986	1205	1104	1214
ENSMUSG00000003233.12	13078	16494	14176	18573	14933	16861
ENSMUSG00000003234.16	5163	5940	4839	6365	4327	4801
ENSMUSG00000003235.13	8298	9921	7715	9653	7110	7781
ENSMUSG00000003269.17	12910	16822	12050	17376	13580	15497
ENSMUSG00000003271.17	135	119	77	115	68	96
ENSMUSG00000003273.14	1079	1705	1026	1763	1000	1246
ENSMUSG00000003279.16	1590	1829	788	1223	1299	1567
ENSMUSG00000003282.9	818	670	848	883	563	616
ENSMUSG00000003283.14	119	101	43	27	5	10
ENSMUSG00000003299.10	2807	3465	2992	3906	2426	2686
ENSMUSG00000003308.15	4197	5305	4174	5761	3843	4644
ENSMUSG00000003309.14	157	222	744	630	70	105
ENSMUSG00000003316.14	25131	27480	27667	33106	18261	21669
ENSMUSG00000003341.9	66	82	171	177	106	157
ENSMUSG00000003344.14	6086	8355	5505	8250	5810	6758
ENSMUSG00000003345.16	9087	11570	9461	12520	8257	9627
ENSMUSG00000003346.14	3803	5497	3497	5353	3669	4256
ENSMUSG00000003348.10	3080	3723	3486	4875	3231	3935
ENSMUSG00000003352.14	13795	18046	13861	22107	15908	17692
ENSMUSG00000003354.6	83	103	54	78	84	104
ENSMUSG00000003355.7	423	580	535	565	96	118
ENSMUSG00000003360.15	8385	9929	8910	10858	7315	8316
ENSMUSG00000003363.15	5765	7101	7274	9919	3998	5334
ENSMUSG00000003378.9	12025	15962	10776	15359	10732	11964
ENSMUSG00000003379.7	15	27	30	58	12	12
ENSMUSG00000003380.11	3280	4746	2954	5137	2991	3847
ENSMUSG00000003382.18	2440	2750	2648	3068	1900	2320
ENSMUSG00000003402.14	11539	14440	16091	20970	9212	11194
ENSMUSG00000003410.8	39036	46383	29564	43502	40153	44649
ENSMUSG00000003411.10	1947	2680	1212	2158	1484	1714
ENSMUSG00000003418.11	84	83	46	91	58	89
ENSMUSG00000003420.8	207	264	196	204	56	134
ENSMUSG00000003421.13	3077	3770	2856	3889	2329	2926
ENSMUSG00000003423.15	3986	5182	3813	5480	3447	3950
ENSMUSG00000003429.11	35112	44492	33731	46613	26620	30553
ENSMUSG00000003435.9	15169	18173	16910	22235	13446	14684
ENSMUSG00000003436.11	2398	2532	3484	2574	3753	3609
ENSMUSG00000003437.14	5373	6531	5345	7083	4871	5279
ENSMUSG00000003438.17	4558	5615	4984	6240	4122	4481
ENSMUSG00000003444.8	1275	1573	1175	1693	1054	1172
ENSMUSG00000003452.15	4933	4818	3566	4817	3901	4665
ENSMUSG00000003458.12	12760	14670	14310	18512	10167	11616
ENSMUSG00000003464.13	12522	14951	11138	15150	11266	13194
ENSMUSG00000003469.9	88	175	69	137	60	75
ENSMUSG00000003476.16	35	72	15	35	14	27
ENSMUSG00000003477.5	0	1	1	0	0	0
ENSMUSG00000003484.4	0	0	6	6	2	2
ENSMUSG00000003500.13	4481	5529	4329	5444	3580	4349
ENSMUSG00000003505.15	36	30	285	267	35	57
ENSMUSG00000003518.13	1327	1807	1914	2643	997	1189
ENSMUSG00000003526.12	251	310	305	373	167	220
ENSMUSG00000003527.9	3923	4676	3652	4578	3290	3849
ENSMUSG00000003528.15	6233	8603	6320	9088	5897	7226
ENSMUSG00000003531.15	4407	5655	3599	5469	4235	5056
ENSMUSG00000003534.17	17457	15833	22762	20250	21598	21338
ENSMUSG00000003541.6	230	280	512	524	177	251
ENSMUSG00000003545.3	44	42	41	63	17	38
ENSMUSG00000003546.9	3825	4751	3669	5495	3678	4176
ENSMUSG00000003549.9	1735	2219	2059	2856	1729	1825
ENSMUSG00000003555.7	35	52	968	1275	91	123
ENSMUSG00000003559.7	152	220	470	462	74	82
ENSMUSG00000003573.15	5682	6910	7234	9479	6007	6724
ENSMUSG00000003575.13	8151	10800	6712	10351	5676	6631
ENSMUSG00000003581.14	3252	4400	3338	4745	2515	2666
ENSMUSG00000003585.13	357	547	407	376	226	377
ENSMUSG00000003604.14	525	621	585	760	501	540
ENSMUSG00000003617.16	29	57	65	107	13	22
ENSMUSG00000003623.4	2320	2357	2698	2927	1567	1897
ENSMUSG00000003644.17	2413	3138	3418	3775	1584	1787
ENSMUSG00000003657.9	480	771	280	160	84	238
ENSMUSG00000003660.10	22109	24482	20834	24253	17251	19273
ENSMUSG00000003662.10	3646	4036	3558	4845	3488	4176
ENSMUSG00000003665.7	0	0	0	2	0	0
ENSMUSG00000003680.15	2230	2833	2639	3430	1729	1965
ENSMUSG00000003721.14	2329	2951	2259	3536	2119	2641
ENSMUSG00000003731.13	9619	11064	8652	11237	7281	8591
ENSMUSG00000003746.16	1419	1662	1922	2335	695	1075
ENSMUSG00000003752.9	1555	1802	1472	1900	1417	1660
ENSMUSG00000003762.13	1701	2102	1791	2284	1655	1977
ENSMUSG00000003778.14	14837	16633	15502	19211	11298	12081
ENSMUSG00000003779.15	4784	5357	6287	6282	3055	3398
ENSMUSG00000003808.18	7625	9478	8686	11684	5828	6591
ENSMUSG00000003809.14	2527	2789	3283	3862	1784	1758
ENSMUSG00000003810.12	9343	11037	9097	11927	7624	8214
ENSMUSG00000003812.13	593	653	1228	1282	253	288
ENSMUSG00000003813.15	3889	4532	4801	5787	2845	3050
ENSMUSG00000003814.8	45967	50426	78355	97491	32177	38222
ENSMUSG00000003824.12	1034	1267	1155	1064	366	450
ENSMUSG00000003847.16	13679	12813	17000	20739	8600	9503
ENSMUSG00000003848.14	4570	5489	4850	6577	3124	3350
ENSMUSG00000003849.8	998	1204	469	647	77	100
ENSMUSG00000003863.18	6572	8345	5196	8350	5590	6383
ENSMUSG00000003865.16	2747	3278	3664	4044	2732	3040
ENSMUSG00000003868.14	7354	9219	7540	9526	6096	7057
ENSMUSG00000003872.9	173	292	166	278	146	170
ENSMUSG00000003873.11	4568	6190	5193	7426	3557	4073
ENSMUSG00000003882.5	0	2	0	1	0	1
ENSMUSG00000003923.14	4252	5047	4121	4872	3543	4358
ENSMUSG00000003929.10	6569	6408	4682	5973	4760	5604
ENSMUSG00000003934.5	10419	14216	7972	12537	8248	9849
ENSMUSG00000003948.17	8183	8200	6063	8239	6940	7915
ENSMUSG00000003949.16	209	268	157	226	102	136
ENSMUSG00000003955.8	1839	2156	2365	2077	1409	1844
ENSMUSG00000003970.9	41008	48241	40942	49647	29932	35611
ENSMUSG00000003974.6	817	819	315	530	245	392
ENSMUSG00000003992.15	6418	7297	4837	6743	4515	5439
ENSMUSG00000004018.9	1083	1308	914	1112	491	625
ENSMUSG00000004031.13	3072	3932	1331	1998	1485	1683
ENSMUSG00000004032.10	822	1153	839	1130	427	562
ENSMUSG00000004035.12	3967	5813	3124	5466	3239	4826
ENSMUSG00000004038.9	29	36	35	22	4	5
ENSMUSG00000004040.16	8909	9802	7152	8960	5080	5808
ENSMUSG00000004043.14	163	243	211	240	70	110
ENSMUSG00000004044.9	904	986	777	1330	526	440
ENSMUSG00000004054.8	1789	2214	2497	3105	1762	2075
ENSMUSG00000004056.15	5541	6786	5830	7439	4322	5116
ENSMUSG00000004069.17	3444	4161	3544	4751	2893	3371
ENSMUSG00000004070.15	3378	3648	3262	4475	2790	3154
ENSMUSG00000004071.13	7821	9317	7980	10735	7163	8543
ENSMUSG00000004085.14	1575	1648	2185	2274	1471	1702
ENSMUSG00000004096.9	5663	6298	5466	7013	5358	5885
ENSMUSG00000004098.7	223	287	203	318	54	67
ENSMUSG00000004099.16	19513	21979	19819	24647	15102	17348
ENSMUSG00000004100.12	3365	4270	4022	5003	2097	2214
ENSMUSG00000004105.8	776	700	955	1044	669	761
ENSMUSG00000004110.16	1259	1613	640	1154	560	921
ENSMUSG00000004113.18	11396	13091	8472	12452	8595	10117
ENSMUSG00000004127.12	1020	1200	1091	1283	787	906
ENSMUSG00000004151.17	2460	2422	1888	1545	1647	1882
ENSMUSG00000004187.11	5111	6727	4240	6758	4339	4994
ENSMUSG00000004207.14	46868	54792	62739	82978	36431	44391
ENSMUSG00000004221.16	3961	4455	3881	4478	3228	3745
ENSMUSG00000004231.15	9292	10430	7087	10506	10631	10781
ENSMUSG00000004233.14	687	794	774	851	533	586
ENSMUSG00000004263.15	1448	1931	1253	2169	1248	1348
ENSMUSG00000004264.17	10811	14163	11901	14783	9219	10265
ENSMUSG00000004266.15	292	348	541	520	115	96
ENSMUSG00000004267.16	4502	6321	3231	5520	2891	4624
ENSMUSG00000004268.11	4776	5876	4999	6076	3783	4284
ENSMUSG00000004270.13	2646	3039	4522	5264	1585	1948
ENSMUSG00000004285.12	5725	7332	4917	7689	4727	5553
ENSMUSG00000004296.14	0	2	0	0	0	0
ENSMUSG00000004317.14	9226	9338	10431	11889	5217	6394
ENSMUSG00000004319.15	14042	14323	13842	17335	9254	11372
ENSMUSG00000004328.15	762	801	746	681	210	280
ENSMUSG00000004341.8	12	19	13	1	2	0
ENSMUSG00000004344.12	0	0	0	0	0	0
ENSMUSG00000004347.16	1157	1435	569	810	503	842
ENSMUSG00000004356.8	4494	4531	4924	5310	2298	2307
ENSMUSG00000004359.16	195	227	68	53	8	14
ENSMUSG00000004360.9	11334	11450	7510	11773	8671	9545
ENSMUSG00000004364.14	20518	21949	17160	22289	15759	17728
ENSMUSG00000004366.4	6076	8323	3135	6328	4669	7073
ENSMUSG00000004371.14	39	44	32	50	12	32
ENSMUSG00000004383.18	6769	7684	6972	9901	5250	6255
ENSMUSG00000004393.10	5076	6068	4576	5531	3016	3374
ENSMUSG00000004394.12	7688	9060	8031	10428	6862	8075
ENSMUSG00000004415.15	4561	4138	3725	4746	1230	1449
ENSMUSG00000004446.12	1173	1624	1253	1784	1184	1514
ENSMUSG00000004451.14	2657	3218	3993	4956	2364	2756
ENSMUSG00000004455.16	13030	15998	12572	15687	12087	13378
ENSMUSG00000004460.17	5630	6350	7093	8988	4627	5479
ENSMUSG00000004462.7	1483	1874	1628	2028	1344	1598
ENSMUSG00000004473.10	126	190	111	205	125	158
ENSMUSG00000004500.9	2183	2575	1602	2315	1731	1952
ENSMUSG00000004508.6	2676	3026	3111	3925	3482	4128
ENSMUSG00000004530.12	23243	26983	22706	28122	23446	27879
ENSMUSG00000004535.12	12808	13760	12084	15573	10203	12029
ENSMUSG00000004540.7	5	10	24	57	6	19
ENSMUSG00000004542.15	23	33	487	719	48	94
ENSMUSG00000004552.16	0	0	0	0	0	0
ENSMUSG00000004558.15	2213	2540	979	967	503	854
ENSMUSG00000004561.14	3211	3923	3127	4361	2617	2707
ENSMUSG00000004562.16	8117	9171	6308	8430	4892	5369
ENSMUSG00000004565.15	4588	5885	6762	9640	3197	3638
ENSMUSG00000004567.16	5458	7226	7019	9599	3891	4024
ENSMUSG00000004568.12	5440	6233	5971	7225	4185	4522
ENSMUSG00000004591.16	6222	6566	8318	8980	5143	5705
ENSMUSG00000004609.11	4	0	1	2	0	0
ENSMUSG00000004610.4	261	366	252	406	218	256
ENSMUSG00000004612.9	0	1	0	0	0	0
ENSMUSG00000004626.14	2312	3200	4960	6499	2085	2453
ENSMUSG00000004630.18	7	4	3	4	4	1
ENSMUSG00000004631.15	2795	3075	3749	4505	2419	2774
ENSMUSG00000004633.17	1072	1306	993	1374	1144	1364
ENSMUSG00000004637.15	926	1049	1046	1227	818	1036
ENSMUSG00000004642.13	4693	5192	5442	6751	4098	4670
ENSMUSG00000004651.6	2	4	0	0	1	1
ENSMUSG00000004654.6	0	0	2	2	0	0
ENSMUSG00000004655.5	82	132	110	124	27	33
ENSMUSG00000004661.15	1606	1993	2428	2898	2033	2091
ENSMUSG00000004665.10	3024	3559	5891	8817	1558	1598
ENSMUSG00000004667.18	4276	5734	4330	5570	3241	3620
ENSMUSG00000004668.14	42	62	24	49	4	10
ENSMUSG00000004677.17	8932	10784	10934	14861	6105	6536
ENSMUSG00000004698.10	1000	1069	667	759	691	926
ENSMUSG00000004707.14	2	2	1	0	0	2
ENSMUSG00000004709.14	22	18	74	62	4	4
ENSMUSG00000004730.14	0	2	1	0	1	0
ENSMUSG00000004748.5	325	362	286	376	165	195
ENSMUSG00000004768.14	3044	3277	2546	3121	2274	2565
ENSMUSG00000004771.12	10179	11974	9109	12951	8448	9833
ENSMUSG00000004788.11	3930	4839	3696	4812	3285	3766
ENSMUSG00000004789.10	13732	15934	13709	17143	11953	13838
ENSMUSG00000004791.7	219	223	348	405	88	114
ENSMUSG00000004798.14	15208	16839	11449	16009	13608	16532
ENSMUSG00000004814.10	0	0	0	0	0	0
ENSMUSG00000004815.12	4997	6519	5020	6852	4300	4338
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	4	4	11	12	3	4
ENSMUSG00000004842.18	1	0	0	0	1	3
ENSMUSG00000004843.7	11747	13281	6423	9561	8350	10788
ENSMUSG00000004846.10	4676	6085	9975	12161	3802	4034
ENSMUSG00000004849.14	6993	8379	6635	9224	6840	7922
ENSMUSG00000004864.12	134	171	397	575	87	89
ENSMUSG00000004865.15	12480	14069	13631	17203	10856	11615
ENSMUSG00000004872.15	2915	2337	4220	2485	4219	4062
ENSMUSG00000004880.11	9845	9737	11620	11966	5678	6377
ENSMUSG00000004885.5	1633	1968	3172	2878	5910	6275
ENSMUSG00000004891.16	12079	12563	18706	15796	18082	18029
ENSMUSG00000004892.13	2469	3677	1000	1091	413	595
ENSMUSG00000004894.10	43	62	32	53	27	43
ENSMUSG00000004895.9	5630	6692	4924	7095	4972	5991
ENSMUSG00000004896.16	2586	3366	3027	4260	2437	2491
ENSMUSG00000004897.16	16138	18448	18923	20541	14263	16468
ENSMUSG00000004902.7	502	716	428	392	347	414
ENSMUSG00000004929.12	3702	4763	3836	4598	2712	2962
ENSMUSG00000004931.11	1216	1630	1533	2054	905	1115
ENSMUSG00000004933.17	934	1515	1006	1630	870	1012
ENSMUSG00000004934.14	4262	5545	4141	6138	4156	4712
ENSMUSG00000004936.8	4266	4768	5218	5508	3285	3572
ENSMUSG00000004937.6	14016	17450	12469	18384	12489	15112
ENSMUSG00000004939.7	10	21	20	62	18	20
ENSMUSG00000004945.15	3393	3703	2881	3829	3086	3617
ENSMUSG00000004947.15	1759	2079	1800	2498	1614	1857
ENSMUSG00000004948.12	156	164	51	63	13	12
ENSMUSG00000004951.10	697	1218	1721	2974	666	658
ENSMUSG00000004952.13	927	1427	701	1154	695	988
ENSMUSG00000004961.7	1697	2076	1337	1841	1274	1511
ENSMUSG00000004980.16	129224	141267	134164	174691	120060	133411
ENSMUSG00000004988.9	0	1	0	1	0	0
ENSMUSG00000004994.12	1006	1371	1324	1866	847	927
ENSMUSG00000004996.9	1944	2658	2626	3477	1535	1545
ENSMUSG00000005034.15	20924	21866	12317	17811	12749	14527
ENSMUSG00000005043.13	498	593	863	952	312	434
ENSMUSG00000005045.16	8920	11249	3824	6768	3560	4911
ENSMUSG00000005054.7	1429	1768	2084	2821	1102	1269
ENSMUSG00000005057.13	2870	3870	2850	4612	3667	3967
ENSMUSG00000005069.12	8774	10107	8890	11730	6881	7931
ENSMUSG00000005078.16	5166	6060	5199	6962	5012	5807
ENSMUSG00000005087.17	876	1018	1204	1225	200	183
ENSMUSG00000005089.15	31287	25685	17297	16874	18010	18616
ENSMUSG00000005102.13	2569	2934	2775	3378	2132	2512
ENSMUSG00000005103.12	10187	11961	12386	18053	6879	7797
ENSMUSG00000005107.13	19	21	15	40	9	16
ENSMUSG00000005124.10	877	650	654	797	387	236
ENSMUSG00000005125.13	1217	1736	2497	2591	741	947
ENSMUSG00000005131.4	10	31	17	33	3	10
ENSMUSG00000005142.10	3149	3630	6663	7463	1729	1737
ENSMUSG00000005148.8	880	1200	1318	1306	207	286
ENSMUSG00000005150.16	2430	2956	2955	3868	1869	2185
ENSMUSG00000005161.15	59883	66305	57512	80425	56380	63564
ENSMUSG00000005198.15	25097	26600	23634	26596	19465	22082
ENSMUSG00000005202.2	1	0	0	0	0	1
ENSMUSG00000005204.12	14125	16243	12368	15234	8873	10038
ENSMUSG00000005220.10	46	52	64	71	4	13
ENSMUSG00000005225.15	4690	4854	4112	5628	4050	4768
ENSMUSG00000005232.11	11	8	16	30	7	4
ENSMUSG00000005233.16	1408	1531	2433	2474	1322	1632
ENSMUSG00000005237.14	298	435	226	382	163	176
ENSMUSG00000005251.15	292	350	887	942	204	252
ENSMUSG00000005262.13	6563	7864	5670	8065	5211	5750
ENSMUSG00000005267.13	1685	1909	1258	1757	1388	1563
ENSMUSG00000005268.20	230	311	452	605	140	222
ENSMUSG00000005299.6	5646	7157	5259	7086	4426	5015
ENSMUSG00000005312.15	15893	18863	15726	21179	13867	16887
ENSMUSG00000005320.9	197	243	793	721	250	330
ENSMUSG00000005338.13	21999	26385	14797	22319	15328	18444
ENSMUSG00000005339.10	0	0	0	0	0	0
ENSMUSG00000005354.16	6352	7760	5999	7592	5505	6190
ENSMUSG00000005355.9	10	10	7	5	0	0
ENSMUSG00000005357.9	126	198	125	175	131	187
ENSMUSG00000005360.14	10662	10743	8216	5989	2312	2714
ENSMUSG00000005362.14	4226	4874	3621	4879	3189	3910
ENSMUSG00000005364.11	1	4	0	5	1	2
ENSMUSG00000005370.3	12072	12555	10087	10500	5280	5966
ENSMUSG00000005371.14	22715	23922	18368	24512	19780	22427
ENSMUSG00000005373.13	201	302	248	273	220	198
ENSMUSG00000005374.13	2909	3273	3305	3384	2060	2645
ENSMUSG00000005378.17	2353	2774	2602	3269	2010	2236
ENSMUSG00000005397.8	9860	9610	25465	33594	4483	5020
ENSMUSG00000005410.6	9203	11353	11007	11701	4044	4386
ENSMUSG00000005413.8	3398	4953	5744	8238	1351	1632
ENSMUSG00000005417.17	33033	37579	27758	39285	24605	29231
ENSMUSG00000005442.13	21469	26090	18943	27079	17975	20246
ENSMUSG00000005447.12	14330	18557	11398	18571	13211	15770
ENSMUSG00000005465.9	2	8	5	8	1	0
ENSMUSG00000005469.10	11534	13948	12442	17210	10119	12304
ENSMUSG00000005470.8	929	1099	1349	1547	675	742
ENSMUSG00000005474.9	0	1	3	1	2	0
ENSMUSG00000005481.18	7618	9618	9669	11559	5115	5765
ENSMUSG00000005483.10	4517	5323	5197	7138	3784	4509
ENSMUSG00000005493.15	21	33	24	27	9	20
ENSMUSG00000005501.14	3893	4265	3675	4557	2340	2535
ENSMUSG00000005503.8	23	30	211	285	153	129
ENSMUSG00000005505.12	4757	5492	3797	5345	4032	4625
ENSMUSG00000005506.16	26075	30331	23343	29876	21550	24780
ENSMUSG00000005510.9	6308	7705	5930	8496	5147	6027
ENSMUSG00000005514.14	8819	10571	8821	12500	7428	9294
ENSMUSG00000005533.10	17680	17348	15283	18445	15329	17812
ENSMUSG00000005534.10	13084	12883	13316	15677	10151	11915
ENSMUSG00000005540.10	2	0	0	1	0	1
ENSMUSG00000005547.14	1	1	0	0	0	1
ENSMUSG00000005553.14	61	104	70	84	48	93
ENSMUSG00000005566.14	49265	61231	48679	62579	37150	41990
ENSMUSG00000005575.16	9265	12410	9385	13375	9284	10535
ENSMUSG00000005580.11	855	961	608	802	532	654
ENSMUSG00000005583.16	1154	898	222	367	83	136
ENSMUSG00000005609.16	11160	12236	9544	11866	9277	10447
ENSMUSG00000005610.17	219690	237940	179800	227109	189981	214562
ENSMUSG00000005611.15	200	193	111	153	26	41
ENSMUSG00000005615.15	6246	7026	5169	6614	5374	6089
ENSMUSG00000005621.11	4984	5806	4962	6839	4071	4728
ENSMUSG00000005625.15	11959	14694	11968	15996	9946	11328
ENSMUSG00000005628.12	53	90	76	120	80	54
ENSMUSG00000005640.11	10	16	24	18	10	27
ENSMUSG00000005649.17	11	16	22	56	9	8
ENSMUSG00000005656.9	6418	7379	7024	8757	5587	6410
ENSMUSG00000005667.8	3597	4138	3452	4265	1980	2115
ENSMUSG00000005672.12	6095	6409	10218	9578	4610	5136
ENSMUSG00000005674.9	2863	3457	2606	3643	2164	2359
ENSMUSG00000005677.14	9	5	4	13	8	7
ENSMUSG00000005681.12	164	185	113	123	28	35
ENSMUSG00000005682.9	5436	6716	7035	8903	5132	5709
ENSMUSG00000005683.8	23907	28682	23623	30934	21938	26310
ENSMUSG00000005686.17	144	212	77	116	37	106
ENSMUSG00000005687.14	7422	8910	6930	9479	6241	7068
ENSMUSG00000005696.11	2	8	4	9	6	11
ENSMUSG00000005698.15	14218	15270	13861	16091	11194	12019
ENSMUSG00000005699.16	1592	2145	1678	2472	1409	1617
ENSMUSG00000005705.10	18	26	67	71	22	31
ENSMUSG00000005716.16	8	7	3	13	2	2
ENSMUSG00000005718.8	1018	1122	1109	1174	864	944
ENSMUSG00000005732.14	4456	4938	5324	6134	3973	4571
ENSMUSG00000005763.15	15	42	6	26	11	31
ENSMUSG00000005774.12	2637	3040	2406	3176	1730	1686
ENSMUSG00000005779.12	14799	18225	13627	20165	12918	14674
ENSMUSG00000005800.3	0	0	0	0	0	0
ENSMUSG00000005802.12	4567	4930	4015	4998	2781	3309
ENSMUSG00000005803.14	29	32	11	31	3	12
ENSMUSG00000005804.14	4276	5048	3528	4985	3803	4477
ENSMUSG00000005813.12	5912	6623	6049	7925	4933	5335
ENSMUSG00000005823.8	1755	2147	2289	2916	1511	1673
ENSMUSG00000005824.6	0	0	0	0	0	0
ENSMUSG00000005836.9	316	392	1083	1174	103	141
ENSMUSG00000005846.12	11197	12554	11169	12949	8149	9383
ENSMUSG00000005864.7	10	22	12	23	10	21
ENSMUSG00000005871.14	45338	42001	31175	36859	32620	37683
ENSMUSG00000005873.5	15329	18315	12169	18700	10908	13294
ENSMUSG00000005881.13	9858	12447	10167	14232	7825	9468
ENSMUSG00000005882.18	3802	4273	3573	4507	3191	3807
ENSMUSG00000005883.15	25	48	18	65	19	23
ENSMUSG00000005886.14	12651	13442	9854	12557	9189	10662
ENSMUSG00000005891.7	155	245	1497	2262	223	324
ENSMUSG00000005892.4	594	657	818	252	89	116
ENSMUSG00000005893.14	15797	16368	10867	13665	10826	12434
ENSMUSG00000005897.14	1948	2113	1946	2337	2013	2321
ENSMUSG00000005899.14	5924	6913	6167	7433	3905	4171
ENSMUSG00000005907.14	2770	3145	2480	3408	1962	2188
ENSMUSG00000005917.15	6	8	13	18	3	6
ENSMUSG00000005936.18	11443	13503	10781	14923	9722	11715
ENSMUSG00000005947.11	35	40	18	30	7	5
ENSMUSG00000005949.9	2501	2986	3340	4148	1960	2271
