GeneID	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	mESC_EPZ_rep1	mESC_EPZ_rep2	mESC_EPZ_rep3
ENSMUSG00000038365.8	2271	1497	2213	2470	1300	2989
ENSMUSG00000038366.15	28363	19728	25471	30985	21764	31346
ENSMUSG00000038368.16	2861	2390	2111	2764	2308	2426
ENSMUSG00000038369.14	3614	2473	3412	3992	2366	4556
ENSMUSG00000038370.6	43	75	29	62	81	44
ENSMUSG00000038371.15	7027	4489	6405	6518	4308	6787
ENSMUSG00000038372.14	1007	731	787	1172	786	1017
ENSMUSG00000038374.10	16372	12243	11595	17129	11718	15124
ENSMUSG00000038375.15	3538	2809	3350	4125	3003	4290
ENSMUSG00000038379.15	6246	4695	4727	6163	4379	5333
ENSMUSG00000038383.16	4818	3202	5232	4413	2748	5374
ENSMUSG00000038384.16	1423	1233	1367	1412	1084	1761
ENSMUSG00000038387.9	7601	3604	7449	8796	3862	9539
ENSMUSG00000038388.14	5127	3788	4501	5440	4058	5692
ENSMUSG00000038390.11	826	591	743	743	613	943
ENSMUSG00000038393.14	63213	40433	45533	77457	35855	65681
ENSMUSG00000038398.8	3137	2405	2532	3491	2395	3436
ENSMUSG00000038400.15	3433	2111	3387	3158	2014	3420
ENSMUSG00000038402.2	4	4	4	9	2	7
ENSMUSG00000038403.10	127	103	94	139	179	167
ENSMUSG00000038406.17	13010	8076	12160	14793	8311	14797
ENSMUSG00000038408.14	0	0	0	1	0	0
ENSMUSG00000038412.8	5473	5574	3747	5352	5145	4852
ENSMUSG00000038415.10	220	141	200	326	165	441
ENSMUSG00000038416.15	11838	7442	9955	13815	7713	13439
ENSMUSG00000038417.4	2933	2711	2019	2838	2546	2614
ENSMUSG00000038418.7	650	505	913	765	641	1161
ENSMUSG00000038421.13	0	0	0	2	0	0
ENSMUSG00000038422.2	110	65	72	126	55	103
ENSMUSG00000038425.17	3274	2305	2451	3603	2242	3249
ENSMUSG00000038429.10	12805	10967	11032	14675	10536	14033
ENSMUSG00000038437.11	10233	10742	6689	8885	8933	6986
ENSMUSG00000038446.8	5435	3668	4796	5577	3504	5565
ENSMUSG00000038451.13	542	385	676	786	412	1038
ENSMUSG00000038453.16	1784	1133	1739	1639	924	1946
ENSMUSG00000038456.9	5000	2845	5359	5131	2668	5675
ENSMUSG00000038457.17	0	2	4	1	0	1
ENSMUSG00000038459.10	5675	4317	4639	5618	4315	5366
ENSMUSG00000038462.3	10976	9294	8789	12363	9539	11314
ENSMUSG00000038463.8	739	408	977	908	406	1114
ENSMUSG00000038467.15	12094	8047	10964	14077	8246	14695
ENSMUSG00000038473.14	68	42	52	76	52	60
ENSMUSG00000038481.13	2583	2600	1725	2183	2031	1822
ENSMUSG00000038482.11	19561	14674	15215	19872	14541	18378
ENSMUSG00000038485.5	4275	2992	3624	4542	2800	4376
ENSMUSG00000038486.9	1794	780	2223	1588	809	2033
ENSMUSG00000038489.8	3137	2408	2367	3624	2656	3244
ENSMUSG00000038491.9	4	5	3	2	5	4
ENSMUSG00000038495.14	10698	4976	10565	11757	5151	13155
ENSMUSG00000038496.16	427	271	611	513	271	849
ENSMUSG00000038497.7	1804	1380	1775	1724	1206	2039
ENSMUSG00000038498.3	0	0	0	0	0	0
ENSMUSG00000038500.15	2248	1634	1875	2378	1535	2329
ENSMUSG00000038502.17	14076	10748	13275	15751	10421	16160
ENSMUSG00000038503.15	16063	14019	12206	13233	11012	12391
ENSMUSG00000038506.13	1432	964	1232	1572	1027	1717
ENSMUSG00000038507.6	1389	1419	1290	1722	1834	1843
ENSMUSG00000038508.7	326	209	213	387	219	304
ENSMUSG00000038510.12	6508	5422	4260	7335	5345	5667
ENSMUSG00000038515.10	2295	2466	1247	2290	2003	1843
ENSMUSG00000038517.15	933	629	991	1278	699	1397
ENSMUSG00000038518.15	21255	28635	13987	16522	23029	12862
ENSMUSG00000038520.15	4656	3814	4518	5042	3584	4980
ENSMUSG00000038521.17	494	868	358	582	865	607
ENSMUSG00000038522.6	17	20	31	23	12	27
ENSMUSG00000038523.10	122	62	150	161	66	181
ENSMUSG00000038524.13	1101	768	967	1203	670	1181
ENSMUSG00000038525.16	9010	7397	7369	9432	6726	8789
ENSMUSG00000038526.14	513	329	813	175	292	323
ENSMUSG00000038527.9	321	274	178	319	324	252
ENSMUSG00000038528.14	11	2	3	7	1	3
ENSMUSG00000038530.11	43	25	20	45	25	14
ENSMUSG00000038533.15	8552	8287	4947	9261	8286	6735
ENSMUSG00000038534.17	1372	968	1258	1555	914	1628
ENSMUSG00000038535.17	5224	3912	4500	3975	3032	4334
ENSMUSG00000038537.1	0	0	0	0	1	1
ENSMUSG00000038538.17	5205	4025	4724	4266	3397	4995
ENSMUSG00000038539.15	892	802	683	957	813	905
ENSMUSG00000038540.14	107	125	40	100	171	89
ENSMUSG00000038541.7	5	3	18	5	5	8
ENSMUSG00000038542.14	5708	4439	4540	6367	4312	5907
ENSMUSG00000038543.13	302	399	180	312	305	250
ENSMUSG00000038544.14	4005	3233	2774	4204	2878	3343
ENSMUSG00000038545.13	12756	6542	13921	15024	6416	16912
ENSMUSG00000038546.9	11118	7140	8631	11610	6878	10585
ENSMUSG00000038550.10	336	396	206	363	373	228
ENSMUSG00000038552.14	2120	1326	2442	2297	1220	2528
ENSMUSG00000038555.7	1718	1079	1864	1776	1024	2162
ENSMUSG00000038560.7	3299	1056	3448	4388	1043	5130
ENSMUSG00000038563.14	2000	1497	1564	2145	1509	1982
ENSMUSG00000038564.11	2974	2285	2425	2857	1957	2728
ENSMUSG00000038567.5	13	13	8	28	16	21
ENSMUSG00000038569.13	1993	1497	1535	2217	1432	1910
ENSMUSG00000038570.15	100	71	87	91	79	90
ENSMUSG00000038572.7	62	37	57	86	62	64
ENSMUSG00000038576.15	3692	1350	4874	4510	1526	5787
ENSMUSG00000038578.15	760	639	921	999	678	1357
ENSMUSG00000038580.13	1458	1848	1171	1570	1917	1420
ENSMUSG00000038582.15	3744	2779	3077	3868	2617	3526
ENSMUSG00000038583.13	0	0	0	0	0	0
ENSMUSG00000038587.9	93320	73549	81174	68889	57580	71942
ENSMUSG00000038591.3	0	3	0	0	0	0
ENSMUSG00000038593.18	4447	2645	4117	4822	2301	5065
ENSMUSG00000038594.9	564	523	497	607	527	615
ENSMUSG00000038598.9	220	147	68	382	224	130
ENSMUSG00000038599.14	1	2	1	3	2	10
ENSMUSG00000038600.12	720	1023	351	580	705	445
ENSMUSG00000038602.7	227	136	374	193	149	282
ENSMUSG00000038604.9	4910	2554	5582	6076	2792	7491
ENSMUSG00000038605.11	1805	1190	1778	1962	1188	1967
ENSMUSG00000038607.12	20	14	19	24	5	34
ENSMUSG00000038608.15	2	1	8	2	1	3
ENSMUSG00000038611.17	10104	7922	8516	10805	7970	10730
ENSMUSG00000038612.16	48313	41879	37035	49642	36884	43818
ENSMUSG00000038615.17	28344	21229	27876	25316	18689	28311
ENSMUSG00000038618.12	5505	3790	4675	6850	3496	6386
ENSMUSG00000038619.12	10772	8234	8316	11057	7356	10475
ENSMUSG00000038622.8	3549	2753	2576	3652	2447	3099
ENSMUSG00000038623.9	1068	673	884	1004	787	938
ENSMUSG00000038624.13	11	10	7	12	2	19
ENSMUSG00000038628.8	2752	2222	1960	2709	2008	2316
ENSMUSG00000038630.8	34	22	22	42	35	49
ENSMUSG00000038633.5	14937	12068	14962	15190	10994	18099
ENSMUSG00000038637.15	469	486	439	570	458	595
ENSMUSG00000038641.12	0	0	1	2	1	0
ENSMUSG00000038642.10	24	35	41	12	24	31
ENSMUSG00000038644.14	19388	15641	15499	20441	14085	17519
ENSMUSG00000038646.13	4189	3128	3467	4161	3130	4105
ENSMUSG00000038648.5	4132	1852	4271	3405	1532	4474
ENSMUSG00000038650.15	7514	6203	7069	9233	5702	10237
ENSMUSG00000038651.15	42	65	21	45	49	27
ENSMUSG00000038656.5	0	0	0	0	0	0
ENSMUSG00000038658.15	6381	4153	5487	6336	3833	6056
ENSMUSG00000038663.7	7	6	6	12	7	11
ENSMUSG00000038664.16	6471	5242	5529	5553	4728	5707
ENSMUSG00000038665.15	27	39	21	53	38	29
ENSMUSG00000038668.14	512	385	632	602	382	913
ENSMUSG00000038670.11	304	199	259	596	243	543
ENSMUSG00000038671.15	4274	3436	3560	4325	2839	4390
ENSMUSG00000038676.6	21	9	11	24	9	20
ENSMUSG00000038677.13	9325	3855	10541	9070	3519	11473
ENSMUSG00000038679.16	814	932	481	540	686	500
ENSMUSG00000038683.16	10163	7627	7351	10955	7194	9969
ENSMUSG00000038685.18	5447	4959	4380	5155	4452	4772
ENSMUSG00000038690.15	14912	13501	10876	15147	11614	14484
ENSMUSG00000038691.5	0	0	1	2	0	1
ENSMUSG00000038692.8	109	43	74	134	46	112
ENSMUSG00000038695.13	1457	1116	1268	1882	967	1593
ENSMUSG00000038696.14	3634	2416	3307	4018	2640	4084
ENSMUSG00000038697.15	8112	9133	5113	7206	8091	5536
ENSMUSG00000038700.4	9	4	8	10	3	5
ENSMUSG00000038702.6	1313	945	1455	1288	913	1479
ENSMUSG00000038704.12	2	2	1	0	0	2
ENSMUSG00000038705.13	2799	2520	2328	2958	2311	2958
ENSMUSG00000038708.10	11826	8176	9952	11391	7414	11881
ENSMUSG00000038709.14	0	0	0	0	0	0
ENSMUSG00000038712.16	4107	3954	2708	3751	3222	2925
ENSMUSG00000038717.8	14759	13277	11541	16660	12258	16213
ENSMUSG00000038718.15	1205	728	1380	1034	767	1141
ENSMUSG00000038721.8	50	16	29	37	13	54
ENSMUSG00000038722.17	5498	4089	4139	5936	4090	5513
ENSMUSG00000038725.13	11	12	1	14	6	5
ENSMUSG00000038729.23	22	9	21	19	8	18
ENSMUSG00000038732.15	714	629	693	781	653	843
ENSMUSG00000038733.13	19920	10969	19828	21454	11267	26014
ENSMUSG00000038736.10	5853	4732	4528	5820	4555	5318
ENSMUSG00000038738.15	354	282	337	367	251	344
ENSMUSG00000038740.9	2332	1316	2170	2576	1324	2700
ENSMUSG00000038742.7	399	412	288	487	403	391
ENSMUSG00000038745.15	4	8	2	7	24	6
ENSMUSG00000038750.12	0	1	1	0	0	1
ENSMUSG00000038751.5	8	14	12	10	11	7
ENSMUSG00000038754.4	2	4	1	2	0	0
ENSMUSG00000038756.13	1219	877	550	1339	961	913
ENSMUSG00000038759.15	17115	14293	14304	16801	13468	17003
ENSMUSG00000038760.14	0	0	0	0	0	0
ENSMUSG00000038762.15	15890	13249	11416	17881	13499	14601
ENSMUSG00000038763.12	1212	1872	670	1176	1568	851
ENSMUSG00000038764.14	3629	3701	2413	3308	3212	2666
ENSMUSG00000038765.13	333	306	272	291	328	261
ENSMUSG00000038766.16	3938	4409	2786	3439	3938	3195
ENSMUSG00000038768.8	3	4	2	2	1	1
ENSMUSG00000038770.17	5	8	3	5	3	6
ENSMUSG00000038773.11	12407	10549	9691	12716	9653	12391
ENSMUSG00000038774.9	3976	3176	3461	3839	3186	3854
ENSMUSG00000038775.14	5784	3570	4515	7330	3816	7007
ENSMUSG00000038776.13	2753	1519	2053	2765	1347	2534
ENSMUSG00000038777.19	2150	1540	2538	2130	1385	2501
ENSMUSG00000038780.14	3994	2852	3644	4581	2915	4727
ENSMUSG00000038781.6	1824	1284	1937	1860	1128	2388
ENSMUSG00000038782.6	90	57	123	104	71	88
ENSMUSG00000038784.13	3070	2587	2510	2848	2213	2886
ENSMUSG00000038791.14	0	0	0	0	0	0
ENSMUSG00000038793.8	18396	16076	28715	10309	12946	19061
ENSMUSG00000038797.13	477	306	462	625	338	580
ENSMUSG00000038801.6	1	2	0	3	3	1
ENSMUSG00000038803.7	8393	5597	6909	9257	5547	8731
ENSMUSG00000038805.10	5	6	3	12	3	5
ENSMUSG00000038806.7	6707	4815	5207	7400	4989	6677
ENSMUSG00000038807.18	834	905	611	897	737	716
ENSMUSG00000038811.13	480	400	296	533	369	526
ENSMUSG00000038812.16	4287	3321	3477	4689	3198	4508
ENSMUSG00000038816.14	10296	11608	4949	9149	9513	5659
ENSMUSG00000038822.15	3057	2185	2746	2850	2095	2862
ENSMUSG00000038827.11	2053	1336	1763	2305	1232	2181
ENSMUSG00000038828.13	9470	6116	9321	9349	5392	10603
ENSMUSG00000038831.16	2645	1960	2492	2729	1800	2926
ENSMUSG00000038836.15	271	136	289	327	146	410
ENSMUSG00000038838.15	8630	7581	6761	8334	6331	7248
ENSMUSG00000038840.7	178	158	77	188	141	105
ENSMUSG00000038843.17	4697	2973	5261	5642	2592	7282
ENSMUSG00000038844.10	1942	1478	1716	1943	1287	1996
ENSMUSG00000038845.11	21463	18630	14101	23624	18857	18255
ENSMUSG00000038848.14	11626	9270	8578	13378	9649	10957
ENSMUSG00000038855.10	1748	585	2579	2163	781	3255
ENSMUSG00000038859.7	1823	1001	1730	1732	951	2098
ENSMUSG00000038860.15	2727	1423	2654	3256	1423	3736
ENSMUSG00000038861.14	2474	2078	1950	2812	1906	2586
ENSMUSG00000038866.15	3854	2779	2754	3759	2467	3140
ENSMUSG00000038871.5	2411	1549	2060	2575	1607	2571
ENSMUSG00000038872.10	2356	990	2609	2467	876	3030
ENSMUSG00000038876.12	3809	2595	3107	3825	2496	3795
ENSMUSG00000038879.8	163	110	319	189	99	350
ENSMUSG00000038880.13	2821	2163	2515	3459	2090	3105
ENSMUSG00000038883.3	3	2	1	0	3	1
ENSMUSG00000038884.14	2542	2284	2310	1881	1702	2033
ENSMUSG00000038886.10	4319	3493	3656	4189	3187	4862
ENSMUSG00000038888.8	1236	930	914	1367	881	1223
ENSMUSG00000038891.3	15	9	8	16	4	12
ENSMUSG00000038893.12	5298	3858	4575	6049	3946	5649
ENSMUSG00000038894.7	15200	4388	19453	17485	4742	23346
ENSMUSG00000038895.16	1000	873	807	995	700	903
ENSMUSG00000038900.17	186412	145673	129615	192591	122727	164313
ENSMUSG00000038902.14	9528	7302	7583	9720	6878	9237
ENSMUSG00000038903.13	487	318	443	733	394	933
ENSMUSG00000038909.16	16089	13026	12392	18243	13835	15748
ENSMUSG00000038910.6	288	157	382	353	208	454
ENSMUSG00000038914.15	11724	12064	8710	10235	10312	10184
ENSMUSG00000038916.7	33	47	47	27	52	54
ENSMUSG00000038917.4	4	3	6	6	2	8
ENSMUSG00000038925.13	0	0	1	0	0	1
ENSMUSG00000038930.11	2777	2265	2373	2622	1802	2613
ENSMUSG00000038932.13	4311	3348	3561	3957	3191	3923
ENSMUSG00000038936.13	5442	3301	5159	6666	3438	6891
ENSMUSG00000038943.16	30015	19988	24418	33501	20546	31999
ENSMUSG00000038949.8	1878	1573	1313	1617	1238	1400
ENSMUSG00000038954.14	1106	783	1084	1296	801	1424
ENSMUSG00000038957.13	5354	3760	4249	5558	3929	5676
ENSMUSG00000038963.15	3084	1309	4810	1945	1150	3302
ENSMUSG00000038965.17	18668	13177	14992	20579	13511	19006
ENSMUSG00000038967.13	805	560	667	915	496	885
ENSMUSG00000038968.3	2	0	0	0	0	2
ENSMUSG00000038970.7	13734	14838	10338	10974	12129	10409
ENSMUSG00000038973.2	16	16	19	13	16	19
ENSMUSG00000038975.14	16655	12903	12739	17804	11688	15820
ENSMUSG00000038976.12	4290	3090	4379	4810	2698	5495
ENSMUSG00000038980.1	233	115	358	249	107	385
ENSMUSG00000038982.10	929	755	709	1026	708	993
ENSMUSG00000038984.4	264	140	278	306	197	406
ENSMUSG00000038987.8	12	12	11	12	10	17
ENSMUSG00000038990.14	3250	1749	2821	3355	1759	3553
ENSMUSG00000038991.17	33775	20367	33864	31035	18060	34333
ENSMUSG00000038994.6	1	0	0	0	0	0
ENSMUSG00000038997.4	0	0	0	0	0	1
ENSMUSG00000039000.8	6350	5097	4890	6711	5099	6052
ENSMUSG00000039001.12	74973	58748	46750	63012	42785	63544
ENSMUSG00000039004.6	219	169	152	217	208	203
ENSMUSG00000039005.13	28	16	28	36	10	35
ENSMUSG00000039007.10	210	112	145	189	142	168
ENSMUSG00000039013.16	242	339	60	298	423	154
ENSMUSG00000039016.5	5289	4509	4192	5946	4411	5817
ENSMUSG00000039018.15	3116	2465	2432	3279	2422	3031
ENSMUSG00000039021.15	384	201	338	406	181	380
ENSMUSG00000039031.16	666	394	901	807	440	1027
ENSMUSG00000039032.2	0	0	1	0	0	0
ENSMUSG00000039033.11	1087	717	771	1068	678	960
ENSMUSG00000039037.5	37	21	24	34	11	47
ENSMUSG00000039041.15	10896	8390	7979	12170	8462	9820
ENSMUSG00000039043.5	361	245	317	594	318	557
ENSMUSG00000039046.15	3770	2578	3390	3985	2522	4465
ENSMUSG00000039047.17	4523	3143	3947	3934	2612	4317
ENSMUSG00000039048.15	5490	4229	4430	5727	3980	5245
ENSMUSG00000039050.8	2141	1563	1692	2105	1367	2151
ENSMUSG00000039055.4	3825	2856	3019	3969	2596	3476
ENSMUSG00000039057.11	8	2	4	5	3	10
ENSMUSG00000039058.11	132	45	171	205	69	255
ENSMUSG00000039059.11	65	93	40	48	81	25
ENSMUSG00000039062.15	1656	1449	1355	1974	1445	1964
ENSMUSG00000039063.5	179	121	151	236	105	258
ENSMUSG00000039065.11	952	794	816	927	689	1042
ENSMUSG00000039067.5	14514	12335	11275	17240	12990	15016
ENSMUSG00000039068.16	8094	5987	6496	7702	5741	7658
ENSMUSG00000039069.19	1657	1485	1347	1750	1256	1699
ENSMUSG00000039070.5	0	2	0	3	4	5
ENSMUSG00000039079.1	1	0	2	4	0	5
ENSMUSG00000039081.10	163	51	152	208	82	230
ENSMUSG00000039084.8	1	0	4	8	4	2
ENSMUSG00000039086.9	1053	911	786	1018	822	833
ENSMUSG00000039087.17	3016	2270	3134	2858	1940	3714
ENSMUSG00000039089.15	1479	614	2373	1816	793	2862
ENSMUSG00000039092.9	3	0	2	0	0	3
ENSMUSG00000039095.8	230	269	81	250	231	107
ENSMUSG00000039096.10	527	371	413	586	369	660
ENSMUSG00000039097.5	244	134	202	276	151	292
ENSMUSG00000039098.3	1	1	5	3	0	2
ENSMUSG00000039099.7	252	189	228	303	165	335
ENSMUSG00000039100.10	16459	11946	16735	13899	10025	16835
ENSMUSG00000039103.12	1872	596	2027	1703	616	1851
ENSMUSG00000039105.6	17305	12133	14164	20888	11592	19161
ENSMUSG00000039106.6	1	7	1	0	1	13
ENSMUSG00000039108.14	10458	8789	7075	9782	8236	7566
ENSMUSG00000039109.16	0	0	0	1	0	0
ENSMUSG00000039110.14	524	164	621	634	181	824
ENSMUSG00000039114.16	68	59	41	84	64	71
ENSMUSG00000039115.13	1143	791	1218	1065	727	1330
ENSMUSG00000039116.6	630	573	607	463	442	512
ENSMUSG00000039117.16	5221	3848	4315	5017	3492	4405
ENSMUSG00000039126.10	1317	2078	856	1208	1941	1163
ENSMUSG00000039128.13	8716	6214	7314	8871	5695	9194
ENSMUSG00000039130.18	8131	6059	6024	8656	5958	7543
ENSMUSG00000039131.15	970	591	941	1487	621	1623
ENSMUSG00000039133.8	4	3	1	0	2	0
ENSMUSG00000039137.18	3123	2418	2568	3045	2009	2708
ENSMUSG00000039138.1	6	10	0	16	4	2
ENSMUSG00000039145.16	468	739	249	379	632	268
ENSMUSG00000039146.5	0	0	0	0	0	0
ENSMUSG00000039148.4	7271	5734	6029	7635	5716	7035
ENSMUSG00000039153.16	55	28	36	57	42	44
ENSMUSG00000039154.7	436	174	557	542	204	787
ENSMUSG00000039155.15	4	1	3	5	0	2
ENSMUSG00000039156.19	1642	1621	1469	1414	1482	1609
ENSMUSG00000039157.12	2833	1831	2233	3287	1860	3001
ENSMUSG00000039158.11	930	816	686	1125	859	858
ENSMUSG00000039159.16	11540	6594	11706	13374	6526	14737
ENSMUSG00000039163.10	1274	1002	926	1413	881	1446
ENSMUSG00000039164.2	662	533	510	757	496	624
ENSMUSG00000039166.16	3860	2628	3464	3804	2387	4045
ENSMUSG00000039167.11	3	1	2	6	0	2
ENSMUSG00000039168.15	2560	2080	1783	2985	2179	2963
ENSMUSG00000039174.14	0	0	0	0	2	0
ENSMUSG00000039176.17	13894	8099	12434	13960	7608	14759
ENSMUSG00000039178.9	1547	1155	1411	1677	1141	1836
ENSMUSG00000039179.13	54	42	60	108	45	87
ENSMUSG00000039182.6	2111	1448	1712	2360	1359	2432
ENSMUSG00000039183.5	5138	4798	3747	5479	4449	4658
ENSMUSG00000039187.16	7610	6364	4985	7768	5688	5777
ENSMUSG00000039191.12	29473	29219	14093	27625	27080	15444
ENSMUSG00000039193.7	43	72	13	46	123	27
ENSMUSG00000039194.16	418	445	197	467	484	339
ENSMUSG00000039195.4	1436	1378	971	1771	1363	1441
ENSMUSG00000039196.2	0	1	0	2	0	0
ENSMUSG00000039197.10	9575	6099	8229	8685	5595	8276
ENSMUSG00000039198.8	34	43	12	38	46	26
ENSMUSG00000039199.6	1198	724	1286	1377	632	1636
ENSMUSG00000039200.16	2130	1515	1577	2126	1507	1771
ENSMUSG00000039201.9	1540	1276	1162	1567	1318	1529
ENSMUSG00000039202.12	8434	4990	8868	8240	4641	9472
ENSMUSG00000039205.16	3150	2276	3025	3210	1981	3527
ENSMUSG00000039206.13	954	646	906	851	611	990
ENSMUSG00000039208.15	572	298	787	571	285	725
ENSMUSG00000039209.12	830	819	215	1102	971	401
ENSMUSG00000039210.16	2288	1896	2169	2506	1730	2583
ENSMUSG00000039215.5	0	0	0	0	0	0
ENSMUSG00000039217.13	33	16	76	63	20	139
ENSMUSG00000039218.16	67996	63464	60353	64849	59230	71712
ENSMUSG00000039219.18	7148	4885	6091	6604	4493	6608
ENSMUSG00000039220.16	4161	3237	4549	4211	3318	5325
ENSMUSG00000039221.10	27330	27204	17753	20553	19165	19470
ENSMUSG00000039224.1	540	803	160	552	781	239
ENSMUSG00000039230.14	5084	4419	4414	5188	4030	5462
ENSMUSG00000039231.18	5873	3601	4976	6430	3661	6287
ENSMUSG00000039232.12	333	191	412	380	223	534
ENSMUSG00000039233.12	4359	3778	3352	4070	3102	3738
ENSMUSG00000039234.11	3217	1997	2721	3557	2148	3619
ENSMUSG00000039236.18	341	289	323	346	287	339
ENSMUSG00000039238.6	1069	392	569	1126	379	839
ENSMUSG00000039239.14	1493	619	1706	2032	734	2975
ENSMUSG00000039242.10	7770	5348	5939	6561	4050	6252
ENSMUSG00000039244.10	2692	2098	2380	3058	2080	2781
ENSMUSG00000039246.8	1285	966	1058	1668	1087	1514
ENSMUSG00000039252.11	862	638	947	777	693	926
ENSMUSG00000039253.7	1801	1245	1436	1780	1145	1696
ENSMUSG00000039254.16	4464	4632	3361	3974	3865	3646
ENSMUSG00000039257.11	17	20	26	23	33	51
ENSMUSG00000039262.16	29383	20820	26415	30255	20904	31764
ENSMUSG00000039263.16	5471	3884	5456	6663	3691	6985
ENSMUSG00000039264.9	0	0	0	0	0	0
ENSMUSG00000039269.5	74	113	28	59	69	29
ENSMUSG00000039270.9	426	269	360	308	310	302
ENSMUSG00000039275.9	9926	7698	8490	10490	7098	10514
ENSMUSG00000039278.10	3335	3708	1556	2641	2516	1345
ENSMUSG00000039285.12	6176	4843	5006	5907	4535	6079
ENSMUSG00000039286.12	6466	3394	6441	7080	3002	8255
ENSMUSG00000039294.14	3910	3070	3487	3676	2556	3939
ENSMUSG00000039296.15	11	9	4	15	21	10
ENSMUSG00000039298.16	4215	3517	3575	3967	3174	4199
ENSMUSG00000039304.11	5	9	8	10	14	13
ENSMUSG00000039307.16	1103	1080	903	1240	945	1136
ENSMUSG00000039308.6	1814	1179	1795	1654	1026	2003
ENSMUSG00000039313.14	13	26	21	23	44	34
ENSMUSG00000039315.15	17	38	14	55	41	27
ENSMUSG00000039316.14	156	86	160	215	144	242
ENSMUSG00000039318.12	5569	4382	4614	5610	4120	5767
ENSMUSG00000039321.1	9	11	7	15	15	18
ENSMUSG00000039323.18	178657	100519	200323	144734	77021	163159
ENSMUSG00000039328.11	2346	1486	3006	1662	1322	2075
ENSMUSG00000039329.8	3094	2914	1304	4016	3201	1928
ENSMUSG00000039330.4	34	55	11	50	75	21
ENSMUSG00000039335.11	0	0	0	0	0	0
ENSMUSG00000039337.3	211	147	76	401	242	155
ENSMUSG00000039339.3	2	1	1	1	0	3
ENSMUSG00000039342.5	0	1	2	5	3	5
ENSMUSG00000039345.16	1639	1256	1315	1718	1155	1385
ENSMUSG00000039347.7	2482	1491	2355	3010	1427	2874
ENSMUSG00000039349.5	351	262	400	628	381	821
ENSMUSG00000039354.16	3294	2269	2447	3281	2222	3467
ENSMUSG00000039356.15	6290	5397	4152	6396	5551	5097
ENSMUSG00000039357.2	2614	1283	3184	2344	1064	3098
ENSMUSG00000039358.3	3	17	4	12	10	3
ENSMUSG00000039361.11	19488	12628	16097	20776	13011	19583
ENSMUSG00000039364.13	0	0	1	0	0	0
ENSMUSG00000039367.11	15479	10444	13132	18117	10290	17194
ENSMUSG00000039372.5	3	4	0	2	3	7
ENSMUSG00000039375.16	43	46	40	62	60	68
ENSMUSG00000039376.13	1438	351	2152	1621	524	2334
ENSMUSG00000039377.7	24	18	14	32	22	23
ENSMUSG00000039382.12	1517	1021	1265	1527	888	1558
ENSMUSG00000039384.8	827	217	853	946	258	950
ENSMUSG00000039385.5	55	34	34	45	28	20
ENSMUSG00000039391.11	16	6	17	15	6	9
ENSMUSG00000039395.8	13510	13295	5543	11944	10228	5657
ENSMUSG00000039396.11	1186	867	1171	1121	787	1159
ENSMUSG00000039405.7	9816	2625	13713	10677	2816	15744
ENSMUSG00000039410.16	531	429	200	554	511	255
ENSMUSG00000039414.9	2378	1537	1847	2517	1614	2585
ENSMUSG00000039419.17	534	357	625	447	423	491
ENSMUSG00000039427.14	2563	2100	2156	2410	1760	2405
ENSMUSG00000039428.11	3240	2869	2571	3111	2372	3037
ENSMUSG00000039431.16	6909	5526	4525	7280	5238	5629
ENSMUSG00000039438.7	8	7	6	10	5	7
ENSMUSG00000039449.14	5808	4212	4155	6284	4225	5711
ENSMUSG00000039450.11	8545	2601	7056	11380	2781	10129
ENSMUSG00000039452.6	158	177	95	166	148	107
ENSMUSG00000039456.10	11619	9586	7998	13324	9771	10458
ENSMUSG00000039457.4	2587	1285	3029	3087	1203	4086
ENSMUSG00000039458.15	4479	3478	3505	4504	3046	4539
ENSMUSG00000039461.12	1494	741	1462	1757	765	1998
ENSMUSG00000039462.4	3	2	2	2	2	2
ENSMUSG00000039463.14	4612	4342	4141	4147	3601	4258
ENSMUSG00000039470.15	5604	3007	6361	4737	2733	5820
ENSMUSG00000039473.8	4051	2979	3330	4082	2736	3953
ENSMUSG00000039474.13	2262	1805	2166	2167	1678	2250
ENSMUSG00000039476.13	663	341	648	1104	451	1341
ENSMUSG00000039477.16	3267	1432	4316	2834	1322	4049
ENSMUSG00000039478.15	1450	1146	1240	1401	985	1261
ENSMUSG00000039480.14	2134	1791	1487	2315	1659	1960
ENSMUSG00000039481.5	1275	981	1305	1587	965	1450
ENSMUSG00000039483.10	3174	2277	2714	3805	2532	3691
ENSMUSG00000039485.8	224	136	281	250	144	308
ENSMUSG00000039488.15	1	0	0	0	0	0
ENSMUSG00000039492.7	0	0	0	1	0	0
ENSMUSG00000039496.8	75	54	69	99	58	102
ENSMUSG00000039497.8	14188	8979	14805	11826	7137	13326
ENSMUSG00000039501.14	2046	1580	1300	1852	1575	1596
ENSMUSG00000039508.6	3	0	1	3	4	1
ENSMUSG00000039509.8	11097	8962	8435	11243	8847	10442
ENSMUSG00000039512.11	4941	3707	3826	4655	3625	4553
ENSMUSG00000039515.11	12441	9753	10490	12921	9242	12313
ENSMUSG00000039518.7	84	91	31	93	77	73
ENSMUSG00000039519.6	225	172	222	240	155	331
ENSMUSG00000039521.12	1	0	3	1	2	0
ENSMUSG00000039523.16	3424	1893	2978	3913	2036	3779
ENSMUSG00000039529.8	43	38	46	59	47	76
