mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	NPC48h_DMSO_2	NPC48h_DMSO_4	NPC48h_DMSO_5
ENSMUSG00000000399.10	12.5780087194714	12.6825706159228	12.5481078161585	12.5478065093576	12.4579999831627	12.5946114800641
ENSMUSG00000000402.2	6.21128602975595	7.02193294270942	6.25818579991511	8.99229906205416	6.61893170129834	6.70408331240607
ENSMUSG00000000409.14	9.6741182108861	10.2025789372728	9.59014695053645	9.27909603568631	9.02661816220137	8.78274771447351
ENSMUSG00000000411.7	3.78595341767021	3.43913895474973	3.87210534197965	0.50993782559391	0.497734179489045	0.654689637637244
ENSMUSG00000000416.16	5.50546436898087	6.15971777221548	6.05703592086045	12.4086921668047	11.5869742070847	11.9526174981955
ENSMUSG00000000420.15	13.7074464617345	13.6875460466708	13.6831405016378	12.7293619770955	12.8851536164982	12.7625904567308
ENSMUSG00000000439.9	11.648740589929	11.6934700745839	11.4785632325329	11.8107115547682	11.3953983448168	11.7593907282241
ENSMUSG00000000440.12	6.71258345009913	7.25984976711719	6.93937328763266	6.83201372827258	9.2352192320058	7.55978271821669
ENSMUSG00000000441.17	13.062009095647	13.1696674799442	13.0012703535145	14.2350718621487	14.1996552258815	14.4716618598969
ENSMUSG00000000486.13	13.1045800371508	13.7408455310844	12.0112413511446	9.51454088663361	9.87779713410561	9.95315055143689
ENSMUSG00000000489.7	11.5210425298743	10.998886534318	12.3394493563615	5.57944214403369	6.41353346178825	5.83909663115434
ENSMUSG00000000530.16	8.31120907711617	8.44159770560818	8.66927926705488	5.81332326917668	8.14543538023471	6.56919909240431
ENSMUSG00000000531.5	9.77992629117784	10.0882094715591	9.21287651691911	8.58301818050404	9.23927719603427	9.34684430001866
ENSMUSG00000000532.11	12.3694551041706	12.3629349920864	12.4776478043877	13.174158271119	12.9242384732575	13.4749559717024
ENSMUSG00000000538.18	9.83974748662627	9.88015687592232	10.0808184822733	13.1355596660467	12.5991486183252	13.1099139199622
ENSMUSG00000000544.14	12.5479397869047	13.168369941943	11.6543943922786	8.89648508417291	8.09154978419333	6.4547282954726
ENSMUSG00000000552.10	11.2785110313796	10.9473439724638	11.2891841169508	11.8726530122845	11.9145694367494	12.4486887474525
ENSMUSG00000000555.8	13.6207107466951	13.1625739532248	14.0423903788626	11.4525668506327	12.659406405227	10.6579802396256
ENSMUSG00000000560.9	2.90168416427622	4.94055220307673	4.13920326176903	11.0592064673792	10.2985875832726	10.3407875297562
ENSMUSG00000000561.14	13.0941569628479	13.2901629628219	12.8278133873449	12.3348479582664	12.2204890854597	12.3309130390516
ENSMUSG00000000563.17	14.4890009113263	14.6752855197748	14.3532798955939	14.5231360828986	14.3456671356241	14.7408252117931
ENSMUSG00000000567.5	5.07753167682575	5.24103995930626	5.65622324291651	10.8688239935722	11.1746750963294	12.1264932799958
ENSMUSG00000000568.15	14.425116539361	14.6649128479481	14.2931201307708	14.8822626043751	14.8360768491402	15.1654023129529
ENSMUSG00000000579.14	9.42592946999978	9.53586895987923	9.40061620931329	9.84743959921406	9.54309613131846	10.0487754110323
ENSMUSG00000000581.8	11.934117995857	11.7433911319507	11.9824045143301	12.59060507028	12.1816581971909	12.6072777396073
ENSMUSG00000000594.7	12.6524843258196	13.1746241378003	12.4602728151267	11.0987513473173	12.2594039457968	10.7292562105932
ENSMUSG00000000600.15	12.2151973769722	12.0639565167122	12.3498427385196	12.7122463308984	12.9178930374599	12.9788366183032
ENSMUSG00000000605.9	11.1564527426222	11.1755289839272	11.523495525941	14.4895390019261	13.9610156084157	14.2985363512508
ENSMUSG00000000617.14	2.13596742646618	3.98477861218295	3.99091153514517	2.35859707244006	3.28435688896065	2.0675967339619
ENSMUSG00000000627.15	9.11661349375726	9.38191000139883	8.82485864185802	10.6340494563709	10.1864103235827	10.6445364260228
ENSMUSG00000000628.10	13.3380141564986	13.8062456689715	13.2557472872391	11.3346650946264	12.1148053878567	10.9621093238816
ENSMUSG00000000631.20	12.8869020902229	12.8925948812856	13.1721744308607	13.8931210293775	13.7107451407468	14.0925941223696
ENSMUSG00000000632.13	7.8656442435295	8.97589961826732	7.50090714950071	13.8711290576383	13.2820800048304	13.7498913131844
ENSMUSG00000000673.8	4.61181190999763	4.14012467612173	4.42435109845784	2.20944859844755	2.42321861205369	2.45568633833664
ENSMUSG00000000682.7	2.86238177279878	4.04138295468746	3.23379780424171	1.26978515812845	2.13683795252835	0.883666271540648
ENSMUSG00000000686.11	4.34139997672872	5.23744226780042	4.88215948077499	6.42622369529218	6.72692429167334	6.68493299487036
ENSMUSG00000000690.5	3.83465853600223	3.93025269225505	3.45777138940344	13.5072852933298	13.1961650048018	14.4148636743627
ENSMUSG00000000693.10	9.52851505268893	8.7912374580005	9.61244044895396	9.31086850731717	9.28034758568813	8.47006153341732
ENSMUSG00000000706.16	3.65875425195491	3.53880406550192	4.74780745446328	4.34566858188373	5.80770270752958	2.86497113684455
ENSMUSG00000000708.14	10.6569656660143	11.2168502507686	10.4627006954248	11.3391007386181	11.2376672817895	11.2961534686376
ENSMUSG00000000711.3	12.5633911470148	12.5012293787088	12.7540893749635	13.0926828809374	12.8619529725141	13.214966113987
ENSMUSG00000000724.10	2.61303048879974	3.71282559398547	1.49193533056846	3.08814572151338	3.35311232133265	3.34874979000771
ENSMUSG00000000730.13	13.977500615522	14.6697187420119	12.894708407272	11.7896715180949	10.7689801944341	9.66916960792059
ENSMUSG00000000731.15	11.6260474021875	13.1651094480536	10.2827448790771	7.99842008062021	7.80064010438618	6.37070285331249
ENSMUSG00000000732.9	11.5273891889888	11.9765845924746	11.5072189256141	9.22961445374338	8.93045149205077	7.56352731558184
ENSMUSG00000000738.18	12.7251843435989	13.053050719918	13.0713924325004	12.4578873869278	12.8293365585627	12.6101441571991
ENSMUSG00000000739.14	7.37617910196356	7.14450142428999	7.19633747643048	4.62790172925899	3.47713283688977	3.39522049828294
ENSMUSG00000000740.12	16.6722733216259	16.7379845071984	16.5705654166239	14.8495929511997	15.0974383503891	14.8359643454415
ENSMUSG00000000743.9	12.7790484188387	12.8130704436255	12.8738547674353	13.2664277211157	13.2023559408457	13.2545073085275
ENSMUSG00000000751.13	13.348134912423	13.5877517873069	13.0839287606802	12.9322049036868	12.8033710358621	12.413166648945
ENSMUSG00000000753.15	10.0170701039697	9.34685727066992	9.72026979375931	10.5408735942048	10.0068577157233	8.86770668324173
ENSMUSG00000000759.14	11.8803235095959	12.0798070352283	11.9396909269851	12.6127759743412	12.8236243901161	12.5539898782496
ENSMUSG00000000766.18	1.01409285688869	0.667776408251472	1.16894094768485	4.69809219335688	4.04327735003975	3.78840588317357
ENSMUSG00000000776.13	11.7818170735501	11.6216976132843	11.724357601937	11.2630630982808	11.3061031862183	11.225744740676
ENSMUSG00000000782.15	12.7777254082478	12.5466728163278	12.7209024697232	9.85016979452735	9.91360632897606	8.68144595446619
ENSMUSG00000000787.12	15.3740057198832	15.4048865824423	15.3028392922144	15.9784945423468	15.7951366615857	15.9098869103574
ENSMUSG00000000791.9	7.20227904054687	6.99945493917655	7.67846701832352	3.46939351563763	4.12054188809849	2.41723238825174
ENSMUSG00000000792.2	11.039937888782	10.9928896753829	11.9190801361678	6.81878720223692	8.50241008411481	7.90685403441525
ENSMUSG00000000794.9	6.90135351682729	6.44421002559937	7.519065156842	9.95538444500198	9.66261837569848	7.83587128249251
ENSMUSG00000000804.14	12.1372787342616	12.146907727667	12.1444160458505	13.577040861834	13.2667725884335	13.5045045131358
ENSMUSG00000000805.18	15.2896889250609	14.0948408328365	15.9067850256344	9.57576453220024	11.9454544240193	9.23859197737423
ENSMUSG00000000811.13	9.1224937023254	9.56481143563896	8.64802279639137	10.0948820566296	9.98986059224652	10.4479379479627
ENSMUSG00000000817.10	2.70686521256813	1.52498513677913	1.82631889804141	5.20375183860498	5.00276002762082	5.25835721974998
ENSMUSG00000000823.16	11.4263715153067	11.6796175759032	11.6325467842105	14.0073014937482	13.7730382348602	13.9807823681584
ENSMUSG00000000826.16	12.9305566366218	12.8155047364937	13.0816725754625	14.7662984134613	14.3405057640335	14.8831884951093
ENSMUSG00000000827.18	13.3691642003948	13.2790386411354	13.4169203885712	12.4755467809066	12.4456189833962	12.4629733530734
ENSMUSG00000000838.17	13.1587479966794	13.3082459056897	13.0546492821209	13.3339348688643	13.2148500464321	13.2387776479549
ENSMUSG00000000861.15	5.76445311874169	5.54352661876717	6.01086874798898	14.7385197657806	13.8442039788892	14.2057453163166
ENSMUSG00000000876.11	9.75738732427182	9.71563634838714	9.75050457994651	9.86363011655201	9.88319759279802	9.69462732883294
ENSMUSG00000000881.12	11.8424356516183	11.6451437057484	12.0302583819586	12.9197889010711	12.7987387118466	13.2912352408256
ENSMUSG00000000884.17	10.0913505631673	9.83981513288381	9.93204851498336	9.13065295356146	8.7863160642563	9.10775271769981
ENSMUSG00000000901.17	11.5994173797963	11.935321146862	11.8235235111411	11.061360016646	10.9679874870266	10.4584935611905
ENSMUSG00000000902.13	13.2764069531363	13.178831045253	13.2627583490152	13.5879502843863	13.4675189735916	13.8177014009684
ENSMUSG00000000903.3	3.62205500350635	4.58393046157838	2.97531711687378	2.45291731823027	1.70381844951507	0.969466458658417
ENSMUSG00000000915.15	11.830063605728	11.9711615342528	12.090035293684	11.8478571240929	11.7266478818186	11.7258971414746
ENSMUSG00000000916.15	10.6015183552172	10.9142923369705	10.4851801639378	10.7521625470029	10.7504808133444	10.7121511516237
ENSMUSG00000000934.9	9.568073323643	9.55081052683867	9.3813806783406	9.30678396483639	9.45413460545239	9.21114902739577
ENSMUSG00000000938.11	1.76009582662717	2.27111795737532	1.25032134273194	4.32057275189927	4.74670496093952	1.91352741522671
ENSMUSG00000000942.10	3.26775789067669	3.37713343927215	2.53166947369509	10.8972624233176	10.0401060317338	11.8143501849404
ENSMUSG00000000948.16	11.4365326883883	11.7217237010626	11.8402645195213	11.5292788346185	11.0579666051002	11.0886840475887
ENSMUSG00000000957.11	12.7373412600275	12.0683806417921	13.395939874958	11.6912419690213	11.8512294578988	10.2587459252922
ENSMUSG00000000958.10	11.1428201046887	12.2267657717441	11.5928402767621	9.73380182487927	10.0665778058569	7.85072366860096
ENSMUSG00000000959.7	12.8019395164668	12.7566256519588	12.9002125571316	12.2387044256993	12.1898975395281	12.2682035010334
ENSMUSG00000000976.13	11.4832120279586	11.3765038011556	11.5522257272387	12.1982243351994	12.1129113200353	12.3568098656292
ENSMUSG00000001014.6	6.6640523951821	7.25160154295691	6.43524963324466	3.04719755943847	4.57208963029101	3.36351970254797
ENSMUSG00000001016.12	14.3265442618698	14.2991976534695	14.1363403174173	14.5155409362239	14.4335164191045	14.7967942517262
ENSMUSG00000001017.15	14.0082593151721	14.009915443325	13.90551764777	14.4684122095484	14.2355810800166	14.606445668561
ENSMUSG00000001018.15	12.2688331760337	12.0956983907912	12.2792249674311	11.7275639634355	11.7779184284813	11.7976076704851
ENSMUSG00000001020.8	2.8794668892029	2.75894508608524	2.21634368406898	1.12078447137395	1.44476013225308	0.734853216068075
ENSMUSG00000001021.12	5.33148991851373	4.79193244540751	6.22721293855711	0.766156129850867	1.71358431764497	0.977625500986779
ENSMUSG00000001023.10	-0.17893315842071	0.86618175260907	0.578765680339737	-0.143396037326861	1.44975419642779	-0.102740910106429
ENSMUSG00000001025.8	13.2466671772291	12.7957334542147	13.6294560619254	8.94753878351789	11.1320152269604	9.07479642948406
ENSMUSG00000001027.7	3.18012736830492	2.65396769603143	3.19610277533141	3.14727886108574	3.48605041346706	3.01844948059494
ENSMUSG00000001029.15	0.419396465836429	1.4302442344859	0.497332608608994	2.63813517211092	2.61736029533786	3.18528342214299
ENSMUSG00000001034.17	12.0336420562615	11.8731400783235	12.2732179201125	12.6274482037875	12.5246169778364	12.644001650874
ENSMUSG00000001036.17	12.581458905041	12.3523777763865	12.8566029649912	12.6844510679808	12.32675523144	12.4742016559785
ENSMUSG00000001039.12	10.5660393579576	10.3939412216866	10.6928672744505	10.1942557034613	9.92256994637337	10.0664072938046
ENSMUSG00000001052.15	12.3202929971321	12.0994734181998	12.5181288201972	12.938456770798	12.8875550773202	13.1500666353872
ENSMUSG00000001053.15	11.1732988119914	11.6383537587512	10.7221243430293	8.75792706104138	8.81612146583303	7.96338374396532
ENSMUSG00000001054.9	11.0362366699228	11.4534649888118	10.8016228472247	11.6015272755127	11.247243861038	11.5934733946868
ENSMUSG00000001056.3	13.5580937222332	13.8217883542817	13.2746782731096	11.7898699611186	11.7396241860567	11.3119031649901
ENSMUSG00000001062.18	9.94039607439584	10.1551248057331	10.1805997501811	12.2963661756955	12.2760980288502	12.4502961006436
ENSMUSG00000001065.15	10.2465937418772	10.2503111613551	10.4140238599413	11.5391618969573	11.7802267316336	11.6378913822055
ENSMUSG00000001076.7	5.90264113850757	6.74419899728015	5.52662333053142	5.38460219614401	7.19594422104251	7.54624877957533
ENSMUSG00000001082.12	12.91299781953	12.8806865155515	13.1945319810288	11.1197702634549	11.135136401796	10.4285924957701
ENSMUSG00000001089.14	13.1216816064903	12.8907963360548	13.106457810843	12.4259414526484	12.5321306991112	12.5020978306301
ENSMUSG00000001095.5	1.54598114023331	1.91851750540625	1.44105314624999	2.1937270458072	1.45885479619441	2.2525212085915
ENSMUSG00000001098.15	13.3890544615483	12.6584929093247	13.7868408286732	13.0485612418274	13.0671677204448	13.2581644561728
ENSMUSG00000001100.10	12.6222386305275	12.7340883073203	12.412270788182	13.0617772682048	12.82905646976	13.2148136011218
ENSMUSG00000001105.15	10.9222373198217	10.9679336459532	10.8833552220599	11.5265054646807	11.3216526609819	11.450476106622
ENSMUSG00000001119.7	10.6302028415151	9.54095410093371	10.6985201715353	13.5283036982137	12.23991508799	11.4645158020394
ENSMUSG00000001120.15	10.6378883292264	10.7777591830063	10.6767741493509	11.1568697552465	11.1828390130875	11.6558420108646
ENSMUSG00000001123.15	9.15392795330575	9.64713049475749	9.18294305215774	9.4270984503458	12.2728259240148	9.93969553107842
ENSMUSG00000001127.12	13.0447154832868	12.9352263502359	13.2715858176585	13.6038949965039	13.4042734904088	13.7452001950039
ENSMUSG00000001128.7	9.11077100912352	9.27481313541689	9.15845683977189	10.1177919934032	10.3481743965752	10.5391282084243
ENSMUSG00000001131.11	10.928192149777	11.2947260023676	10.6582087376715	8.34545779973085	8.37460676832288	7.02189393014284
ENSMUSG00000001134.9	10.7216656276579	10.9220659844416	10.4791984319419	9.69125719589609	9.7020627432848	9.70773643709272
ENSMUSG00000001138.13	12.1546193906752	11.9858299738258	12.4685375406424	11.818790112064	11.6882195185467	11.7674838750361
ENSMUSG00000001143.13	11.5788262173943	11.3911795344859	11.7426618374744	12.3918081503332	12.2267651798778	12.3504899791412
ENSMUSG00000001150.7	12.8277161523182	12.7181419092256	12.6397330808621	13.2133752870773	12.9714129398001	13.229198533354
ENSMUSG00000001151.10	12.7369616441293	12.9562874813596	12.6091886014424	12.0206598814885	12.1014360823013	11.974210380328
ENSMUSG00000001155.13	2.67579674990502	2.37455436346506	1.66073387445373	1.89803075796561	1.43767586548522	0.766943628642714
ENSMUSG00000001156.9	9.01867004457976	9.10433150749378	8.92067773446378	11.8964806750484	11.6751466111664	12.4945369602102
ENSMUSG00000001157.13	11.5235499507859	11.6783320712616	11.3932157373048	11.9859787861235	11.9233935663052	12.3536949025679
ENSMUSG00000001158.13	12.1605035536001	11.9803054672794	12.0058634987636	11.5410474039046	11.4799334414034	11.7164637724436
ENSMUSG00000001166.17	8.05332046719979	8.45585290460348	8.21860803178741	6.85171679289712	7.84869435110963	6.88395530689179
ENSMUSG00000001168.16	1.91633747157166	1.84519894621148	0.568140192192991	0.12355963222751	0.581896764213833	0.181019945338239
ENSMUSG00000001173.15	11.9294927915035	11.6980541351063	11.9635477755507	12.5973583434359	12.2105294990218	12.4732772870396
ENSMUSG00000001175.14	14.4199826244576	14.4382627538313	14.5478632545068	15.6815432996252	15.4701623859989	15.871496222034
ENSMUSG00000001211.15	12.9636732101595	12.7031752228072	13.4907870173679	12.834621242479	12.6485858423692	12.7682360384787
ENSMUSG00000001225.12	0.534256509211541	0.891308670925405	0.849893555825265	1.08015269363724	0.864267097048688	0.705505947783937
ENSMUSG00000001227.11	9.324204255298	9.52424905332665	9.56046972741898	11.8197946102034	11.4250149628913	12.0278932192099
ENSMUSG00000001228.14	14.2219797295665	14.5242450626473	14.1103536667456	12.9322261300666	13.2886506346515	12.6295225260073
ENSMUSG00000001229.8	11.8044331382345	11.5775204620741	11.9267382077748	12.1243460886666	12.2563715748755	12.5453101771683
ENSMUSG00000001240.13	8.46812142014775	8.46126214108064	8.66988497063673	8.11903460578932	9.4154365448528	7.10839887891556
ENSMUSG00000001247.16	12.7452942953245	12.8479728588938	13.1536032864774	9.52162559206146	11.3210597705734	8.96825782053073
ENSMUSG00000001248.15	13.0918078497056	13.3073024733595	13.194937555161	14.3803911137407	14.5586949222515	14.8045880775304
ENSMUSG00000001249.14	11.7441096955135	11.9294496913174	12.1192136307877	6.00077118845163	6.88267386374465	5.37197917543726
ENSMUSG00000001260.10	0.919175089531402	4.21582452722751	2.24127243587992	8.18864913483443	6.58191095829424	6.95493478345826
ENSMUSG00000001270.9	14.5722274014852	14.7940620241228	14.180070921011	15.7416950530614	15.5481083868093	16.1971837645854
ENSMUSG00000001280.13	13.5989052785694	13.8557303164673	13.5378757644023	13.080338626714	13.0321594625802	12.9625545981091
ENSMUSG00000001281.10	8.56875302715303	9.66796331723817	7.94485413802708	6.6189336055689	5.98265428828327	4.31034410342347
ENSMUSG00000001285.12	11.1004554724474	11.3844557166137	11.1240661916713	11.4838797445175	11.464576203388	11.6583283696326
ENSMUSG00000001288.15	12.0890834838329	11.7653014063769	12.4619122078663	10.6470465805801	10.1676537179989	9.52728826641502
ENSMUSG00000001289.12	12.9853541462461	12.9291883637249	12.9571168671175	13.2977354004715	12.9187530612705	13.3901760964789
ENSMUSG00000001300.16	12.3468660986518	11.8220342375057	12.8882965059395	13.684862695944	13.7684511961951	13.649345405256
ENSMUSG00000001305.5	11.7364492233971	11.9594740943888	11.4825636922538	10.9656028633295	10.9280309473494	10.4062737403783
ENSMUSG00000001313.12	10.3258269272881	10.6953473135822	10.4777949612985	12.532721885114	12.7923769228971	13.4566366935634
ENSMUSG00000001323.17	9.38928011998997	9.26317322125057	9.64911880365141	12.0330502702411	11.6424285229313	12.0202428207303
ENSMUSG00000001333.9	7.23301795261772	7.21525543910283	7.06668421225046	5.37722024352295	5.56131448939774	5.29914942032116
ENSMUSG00000001334.9	9.03269957224847	8.24050035891063	9.48175480776422	9.34910764254555	8.64857366679274	10.0470116447496
ENSMUSG00000001348.15	9.92453746638309	10.8545222333633	9.57588388423652	7.28722047539536	9.08629442446736	7.17887513183388
ENSMUSG00000001349.5	10.8316152404258	9.06894458780228	10.8820994238375	5.37235926093649	6.73475384153387	5.83327944430731
ENSMUSG00000001366.14	10.2176430291407	10.2504159906357	10.1939391407594	11.575032188384	11.0940825748446	11.5362468111511
ENSMUSG00000001376.17	11.2800942142902	11.5112435261696	11.1813311695676	12.3850457928001	12.2197679755991	12.4998791925533
